   0.0000000e+00   9.9141230e-01  -4.1989485e-01  -1.0608449e+00   4.1678342e-01
   2.7777778e-02   9.9398337e-01  -4.1225370e-01  -1.0629238e+00   4.0906114e-01
   5.5555556e-02   9.9648466e-01  -4.0459592e-01  -1.0649349e+00   4.0132398e-01
   8.3333333e-02   9.9891632e-01  -3.9692199e-01  -1.0668786e+00   3.9357245e-01
   1.1111111e-01   1.0012785e+00  -3.8923242e-01  -1.0687551e+00   3.8580703e-01
   1.3888889e-01   1.0035715e+00  -3.8152766e-01  -1.0705646e+00   3.7802820e-01
   1.6666667e-01   1.0057953e+00  -3.7380822e-01  -1.0723074e+00   3.7023646e-01
   1.9444444e-01   1.0079503e+00  -3.6607457e-01  -1.0739838e+00   3.6243228e-01
   2.2222222e-01   1.0100366e+00  -3.5832719e-01  -1.0755940e+00   3.5461616e-01
   2.5000000e-01   1.0120544e+00  -3.5056656e-01  -1.0771383e+00   3.4678856e-01
   2.7777778e-01   1.0140039e+00  -3.4279315e-01  -1.0786170e+00   3.3894997e-01
   3.0555556e-01   1.0158854e+00  -3.3500745e-01  -1.0800305e+00   3.3110087e-01
   3.3333333e-01   1.0176991e+00  -3.2720993e-01  -1.0813788e+00   3.2324173e-01
   3.6111111e-01   1.0194453e+00  -3.1940106e-01  -1.0826625e+00   3.1537301e-01
   3.8888889e-01   1.0211241e+00  -3.1158130e-01  -1.0838818e+00   3.0749519e-01
   4.1666667e-01   1.0227359e+00  -3.0375114e-01  -1.0850369e+00   2.9960874e-01
   4.4444444e-01   1.0242809e+00  -2.9591103e-01  -1.0861283e+00   2.9171413e-01
   4.7222222e-01   1.0257594e+00  -2.8806145e-01  -1.0871562e+00   2.8381180e-01
   5.0000000e-01   1.0271717e+00  -2.8020286e-01  -1.0881210e+00   2.7590223e-01
   5.2777778e-01   1.0285179e+00  -2.7233571e-01  -1.0890230e+00   2.6798588e-01
   5.5555556e-01   1.0297985e+00  -2.6446048e-01  -1.0898625e+00   2.6006319e-01
   5.8333333e-01   1.0310137e+00  -2.5657762e-01  -1.0906399e+00   2.5213462e-01
   6.1111111e-01   1.0321638e+00  -2.4868758e-01  -1.0913555e+00   2.4420062e-01
   6.3888889e-01   1.0332491e+00  -2.4079082e-01  -1.0920096e+00   2.3626165e-01
   6.6666667e-01   1.0342699e+00  -2.3288779e-01  -1.0926026e+00   2.2831813e-01
   6.9444444e-01   1.0352265e+00  -2.2497894e-01  -1.0931348e+00   2.2037053e-01
   7.2222222e-01   1.0361192e+00  -2.1706473e-01  -1.0936067e+00   2.1241928e-01
   7.5000000e-01   1.0369483e+00  -2.0914559e-01  -1.0940184e+00   2.0446481e-01
   7.7777778e-01   1.0377142e+00  -2.0122197e-01  -1.0943705e+00   1.9650757e-01
