-0.386453 0.370208 
-0.386593 0.370146 
-0.386734 0.370084 
-0.386875 0.370022 
-0.387015 0.369960 
-0.387156 0.369899 
-0.387297 0.369837 
-0.387437 0.369775 
-0.387578 0.369713 
-0.387718 0.369651 
-0.387859 0.369588 
-0.387999 0.369526 
-0.388140 0.369464 
-0.388280 0.369402 
-0.388421 0.369340 
-0.388561 0.369278 
-0.388702 0.369215 
-0.388842 0.369153 
-0.388983 0.369091 
-0.389123 0.369028 
-0.389263 0.368966 
-0.389404 0.368903 
-0.389544 0.368841 
-0.389684 0.368778 
-0.389825 0.368716 
-0.389965 0.368653 
-0.390105 0.368591 
-0.390245 0.368528 
-0.390386 0.368465 
-0.390526 0.368403 
-0.390666 0.368340 
-0.390806 0.368277 
-0.390946 0.368214 
-0.391087 0.368151 
-0.391227 0.368088 
-0.391367 0.368025 
-0.391507 0.367963 
-0.391647 0.367900 
-0.391787 0.367837 
-0.391927 0.367773 
-0.392067 0.367710 
-0.392207 0.367647 
-0.392347 0.367584 
-0.392487 0.367521 
-0.392627 0.367458 
-0.392767 0.367394 
-0.392907 0.367331 
-0.393047 0.367268 
-0.393187 0.367204 
-0.393327 0.367141 
-0.393467 0.367078 
-0.393606 0.367014 
-0.393746 0.366951 
-0.393886 0.366887 
-0.394026 0.366824 
-0.394166 0.366760 
-0.394305 0.366696 
-0.394445 0.366633 
-0.394585 0.366569 
-0.394725 0.366505 
-0.394864 0.366442 
-0.395004 0.366378 
-0.395144 0.366314 
-0.395283 0.366250 
-0.395423 0.366186 
-0.395562 0.366122 
-0.395702 0.366058 
-0.395842 0.365994 
-0.395981 0.365930 
-0.396121 0.365866 
-0.396260 0.365802 
-0.396400 0.365738 
-0.396539 0.365674 
-0.396679 0.365610 
-0.396818 0.365545 
-0.396957 0.365481 
-0.397097 0.365417 
-0.397236 0.365352 
-0.397376 0.365288 
-0.397515 0.365224 
-0.397654 0.365159 
-0.397794 0.365095 
-0.397933 0.365030 
-0.398072 0.364966 
-0.398212 0.364901 
-0.398351 0.364837 
-0.398490 0.364772 
-0.398629 0.364707 
-0.398768 0.364643 
-0.398908 0.364578 
-0.399047 0.364513 
-0.399186 0.364448 
-0.399325 0.364384 
-0.399464 0.364319 
-0.399603 0.364254 
-0.399742 0.364189 
-0.399881 0.364124 
-0.400020 0.364059 
-0.400160 0.363994 
-0.400299 0.363929 
-0.400437 0.363864 
-0.400576 0.363799 
-0.400715 0.363733 
-0.400854 0.363668 
-0.400993 0.363603 
-0.401132 0.363538 
-0.401271 0.363472 
-0.401410 0.363407 
-0.401549 0.363342 
-0.401688 0.363276 
-0.401826 0.363211 
-0.401965 0.363145 
-0.402104 0.363080 
-0.402243 0.363014 
-0.402381 0.362949 
-0.402520 0.362883 
-0.402659 0.362818 
-0.402798 0.362752 
-0.402936 0.362686 
-0.403075 0.362621 
-0.403214 0.362555 
-0.403352 0.362489 
-0.403491 0.362423 
-0.403629 0.362357 
-0.403768 0.362291 
-0.403906 0.362225 
-0.404045 0.362160 
-0.404183 0.362094 
-0.404322 0.362027 
-0.404460 0.361961 
-0.404599 0.361895 
