0.918943 -0.462949 
0.918982 -0.462863 
0.919021 -0.462777 
0.919060 -0.462692 
0.919099 -0.462606 
0.919138 -0.462521 
0.919177 -0.462435 
0.919216 -0.462349 
0.919255 -0.462264 
0.919294 -0.462178 
0.919333 -0.462093 
0.919372 -0.462007 
0.919411 -0.461921 
0.919450 -0.461836 
0.919489 -0.461750 
0.919528 -0.461664 
0.919567 -0.461579 
0.919606 -0.461493 
0.919644 -0.461408 
0.919683 -0.461322 
0.919722 -0.461236 
0.919761 -0.461151 
0.919800 -0.461065 
0.919839 -0.460979 
0.919877 -0.460894 
0.919916 -0.460808 
0.919955 -0.460722 
0.919994 -0.460637 
0.920033 -0.460551 
0.920071 -0.460465 
0.920110 -0.460380 
0.920149 -0.460294 
0.920188 -0.460208 
0.920226 -0.460122 
0.920265 -0.460037 
0.920304 -0.459951 
0.920343 -0.459865 
0.920381 -0.459780 
0.920420 -0.459694 
0.920459 -0.459608 
0.920497 -0.459523 
0.920536 -0.459437 
0.920575 -0.459351 
0.920613 -0.459265 
0.920652 -0.459180 
0.920691 -0.459094 
0.920729 -0.459008 
0.920768 -0.458922 
0.920806 -0.458837 
0.920845 -0.458751 
0.920884 -0.458665 
0.920922 -0.458580 
0.920961 -0.458494 
0.920999 -0.458408 
0.921038 -0.458322 
0.921076 -0.458236 
0.921115 -0.458151 
0.921153 -0.458065 
0.921192 -0.457979 
0.921230 -0.457893 
0.921269 -0.457808 
0.921307 -0.457722 
0.921346 -0.457636 
0.921384 -0.457550 
0.921423 -0.457465 
0.921461 -0.457379 
0.921500 -0.457293 
0.921538 -0.457207 
0.921576 -0.457121 
0.921615 -0.457036 
0.921653 -0.456950 
0.921691 -0.456864 
0.921730 -0.456778 
0.921768 -0.456692 
0.921807 -0.456606 
0.921845 -0.456521 
0.921883 -0.456435 
0.921922 -0.456349 
0.921960 -0.456263 
0.921998 -0.456177 
0.922036 -0.456092 
0.922075 -0.456006 
0.922113 -0.455920 
0.922151 -0.455834 
0.922189 -0.455748 
0.922228 -0.455662 
