   2.6968181e-01  -1.1015745e+00
   2.6997742e-01  -1.1014645e+00
   2.7027301e-01  -1.1013546e+00
   2.7056859e-01  -1.1012445e+00
   2.7086415e-01  -1.1011343e+00
   2.7115970e-01  -1.1010241e+00
   2.7145523e-01  -1.1009138e+00
   2.7175075e-01  -1.1008034e+00
   2.7204625e-01  -1.1006930e+00
   2.7234173e-01  -1.1005825e+00
   2.7263720e-01  -1.1004719e+00
   2.7293266e-01  -1.1003612e+00
   2.7322809e-01  -1.1002504e+00
   2.7352352e-01  -1.1001396e+00
   2.7381892e-01  -1.1000287e+00
   2.7411431e-01  -1.0999177e+00
   2.7440969e-01  -1.0998066e+00
   2.7470504e-01  -1.0996954e+00
   2.7500039e-01  -1.0995842e+00
   2.7529571e-01  -1.0994729e+00
   2.7559102e-01  -1.0993615e+00
   2.7588632e-01  -1.0992501e+00
   2.7618160e-01  -1.0991385e+00
   2.7647686e-01  -1.0990269e+00
   2.7677210e-01  -1.0989152e+00
   2.7706733e-01  -1.0988035e+00
   2.7736255e-01  -1.0986916e+00
   2.7765775e-01  -1.0985797e+00
   2.7795293e-01  -1.0984677e+00
   2.7824809e-01  -1.0983556e+00
   2.7854324e-01  -1.0982435e+00
   2.7883837e-01  -1.0981312e+00
   2.7913349e-01  -1.0980189e+00
   2.7942859e-01  -1.0979065e+00
   2.7972367e-01  -1.0977941e+00
   2.8001874e-01  -1.0976815e+00
   2.8031379e-01  -1.0975689e+00
   2.8060882e-01  -1.0974562e+00
   2.8090384e-01  -1.0973435e+00
   2.8119884e-01  -1.0972306e+00
   2.8149382e-01  -1.0971177e+00
   2.8178879e-01  -1.0970047e+00
   2.8208374e-01  -1.0968916e+00
   2.8237867e-01  -1.0967784e+00
   2.8267359e-01  -1.0966652e+00
   2.8296849e-01  -1.0965519e+00
   2.8326337e-01  -1.0964385e+00
   2.8355824e-01  -1.0963250e+00
   2.8385309e-01  -1.0962115e+00
   2.8414792e-01  -1.0960979e+00
   2.8444273e-01  -1.0959842e+00
   2.8473753e-01  -1.0958704e+00
   2.8503231e-01  -1.0957565e+00
   2.8532708e-01  -1.0956426e+00
   2.8562183e-01  -1.0955286e+00
   2.8591656e-01  -1.0954145e+00
   2.8621127e-01  -1.0953004e+00
   2.8650596e-01  -1.0951861e+00
   2.8680064e-01  -1.0950718e+00
   2.8709530e-01  -1.0949574e+00
   2.8738995e-01  -1.0948429e+00
   2.8768457e-01  -1.0947284e+00
   2.8797918e-01  -1.0946138e+00
   2.8827378e-01  -1.0944991e+00
   2.8856835e-01  -1.0943843e+00
   2.8886291e-01  -1.0942694e+00
   2.8915745e-01  -1.0941545e+00
   2.8945197e-01  -1.0940395e+00
   2.8974647e-01  -1.0939244e+00
   2.9004096e-01  -1.0938092e+00
