  -3.1415927e+00             NaN
  -3.1405927e+00   9.9726675e-01
  -3.1395927e+00   9.9719212e-01
  -3.1385927e+00   9.9711750e-01
  -3.1375927e+00   9.9704287e-01
  -3.1365927e+00   9.9696824e-01
  -3.1355927e+00   9.9689388e-01
  -3.1345927e+00   9.9681964e-01
  -3.1335927e+00   9.9674540e-01
  -3.1325927e+00   9.9667116e-01
  -3.1315927e+00   9.9659692e-01
  -3.1305927e+00   9.9652268e-01
  -3.1295927e+00   9.9644852e-01
  -3.1285927e+00   9.9637477e-01
  -3.1275927e+00   9.9630102e-01
  -3.1265927e+00   9.9622727e-01
  -3.1255927e+00   9.9615351e-01
  -3.1245927e+00   9.9607976e-01
  -3.1235927e+00   9.9600601e-01
  -3.1225927e+00   9.9593259e-01
  -3.1215927e+00   9.9585935e-01
  -3.1205927e+00   9.9578612e-01
  -3.1195927e+00   9.9571288e-01
  -3.1185927e+00   9.9563964e-01
  -3.1175927e+00   9.9556641e-01
  -3.1165927e+00   9.9549323e-01
  -3.1155927e+00   9.9542054e-01
  -3.1145927e+00   9.9534784e-01
  -3.1135927e+00   9.9527515e-01
  -3.1125927e+00   9.9520245e-01
  -3.1115927e+00   9.9512976e-01
  -3.1105927e+00   9.9505707e-01
  -3.1095927e+00   9.9498470e-01
  -3.1085927e+00   9.9491258e-01
  -3.1075927e+00   9.9484046e-01
  -3.1065927e+00   9.9476834e-01
  -3.1055927e+00   9.9469622e-01
  -3.1045927e+00   9.9462410e-01
  -3.1035927e+00   9.9455201e-01
  -3.1025927e+00   9.9448049e-01
  -3.1015927e+00   9.9440896e-01
  -3.1005927e+00   9.9433744e-01
  -3.0995927e+00   9.9426592e-01
  -3.0985927e+00   9.9419440e-01
  -3.0975927e+00   9.9412287e-01
  -3.0965927e+00   9.9405167e-01
  -3.0955927e+00   9.9398077e-01
  -3.0945927e+00   9.9390987e-01
  -3.0935927e+00   9.9383897e-01
  -3.0925927e+00   9.9376808e-01
  -3.0915927e+00   9.9369718e-01
  -3.0905927e+00   9.9362628e-01
  -3.0895927e+00   9.9355601e-01
  -3.0885927e+00   9.9348576e-01
  -3.0875927e+00   9.9341552e-01
  -3.0865927e+00   9.9334527e-01
  -3.0855927e+00   9.9327502e-01
  -3.0845927e+00   9.9320478e-01
  -3.0835927e+00   9.9313477e-01
  -3.0825927e+00   9.9306508e-01
  -3.0815927e+00   9.9299540e-01
  -3.0805927e+00   9.9292571e-01
  -3.0795927e+00   9.9285605e-01
  -3.0785927e+00   9.9278683e-01
  -3.0775927e+00   9.9271761e-01
  -3.0765927e+00   9.9264839e-01
  -3.0755927e+00   9.9257917e-01
  -3.0745927e+00   9.9251027e-01
  -3.0735927e+00   9.9244153e-01
  -3.0725927e+00   9.9237278e-01
  -3.0715927e+00   9.9230403e-01
  -3.0705927e+00   9.9223544e-01
  -3.0695927e+00   9.9216718e-01
  -3.0685927e+00   9.9209892e-01
  -3.0675927e+00   9.9203065e-01
  -3.0665927e+00   9.9196239e-01
  -3.0655927e+00   9.9189460e-01
  -3.0645927e+00   9.9182683e-01
  -3.0635927e+00   9.9175907e-01
  -3.0625927e+00   9.9169130e-01
  -3.0615927e+00   9.9162383e-01
  -3.0605927e+00   9.9155657e-01
  -3.0595927e+00   9.9148930e-01
  -3.0585927e+00   9.9142204e-01
  -3.0575927e+00   9.9135489e-01
  -3.0565927e+00   9.9128815e-01
  -3.0555927e+00   9.9122141e-01
  -3.0545927e+00   9.9115466e-01
  -3.0535927e+00   9.9108792e-01
  -3.0525927e+00   9.9102162e-01
  -3.0515927e+00   9.9095541e-01
  -3.0505927e+00   9.9088919e-01
  -3.0495927e+00   9.9082297e-01
  -3.0485927e+00   9.9075701e-01
  -3.0475927e+00   9.9069133e-01
  -3.0465927e+00   9.9062566e-01
  -3.0455927e+00   9.9055998e-01
  -3.0445927e+00   9.9049436e-01
  -3.0435927e+00   9.9042922e-01
  -3.0425927e+00   9.9036409e-01
  -3.0415927e+00   9.9029896e-01
  -3.0405927e+00   9.9023383e-01
  -3.0395927e+00   9.9016910e-01
  -3.0385927e+00   9.9010453e-01
  -3.0375927e+00   9.9003996e-01
  -3.0365927e+00   9.8997539e-01
  -3.0355927e+00   9.8991102e-01
  -3.0345927e+00   9.8984701e-01
  -3.0335927e+00   9.8978300e-01
  -3.0325927e+00   9.8971900e-01
  -3.0315927e+00   9.8965499e-01
  -3.0305927e+00   9.8959155e-01
  -3.0295927e+00   9.8952812e-01
  -3.0285927e+00   9.8946470e-01
  -3.0275927e+00   9.8940127e-01
  -3.0265927e+00   9.8933820e-01
  -3.0255927e+00   9.8927535e-01
  -3.0245927e+00   9.8921251e-01
  -3.0235927e+00   9.8914967e-01
  -3.0225927e+00   9.8908696e-01
  -3.0215927e+00   9.8902472e-01
  -3.0205927e+00   9.8896247e-01
  -3.0195927e+00   9.8890023e-01
  -3.0185927e+00   9.8883798e-01
  -3.0175927e+00   9.8877625e-01
  -3.0165927e+00   9.8871461e-01
  -3.0155927e+00   9.8865297e-01
  -3.0145927e+00   9.8859133e-01
  -3.0135927e+00   9.8852998e-01
