   6.4262601e-01   7.9327585e-01
   6.4254282e-01   7.9335685e-01
   6.4245962e-01   7.9343784e-01
   6.4237641e-01   7.9351883e-01
   6.4229320e-01   7.9359981e-01
   6.4220997e-01   7.9368077e-01
   6.4212674e-01   7.9376173e-01
   6.4204350e-01   7.9384268e-01
   6.4196025e-01   7.9392362e-01
   6.4187700e-01   7.9400455e-01
   6.4179373e-01   7.9408547e-01
   6.4171046e-01   7.9416638e-01
   6.4162718e-01   7.9424729e-01
   6.4154389e-01   7.9432818e-01
   6.4146060e-01   7.9440907e-01
   6.4137730e-01   7.9448994e-01
   6.4129398e-01   7.9457081e-01
   6.4121067e-01   7.9465167e-01
   6.4112734e-01   7.9473252e-01
   6.4104400e-01   7.9481336e-01
   6.4096066e-01   7.9489419e-01
   6.4087731e-01   7.9497501e-01
   6.4079395e-01   7.9505582e-01
   6.4071059e-01   7.9513663e-01
   6.4062721e-01   7.9521742e-01
   6.4054383e-01   7.9529821e-01
   6.4046044e-01   7.9537898e-01
   6.4037704e-01   7.9545975e-01
   6.4029364e-01   7.9554051e-01
   6.4021023e-01   7.9562126e-01
   6.4012681e-01   7.9570200e-01
   6.4004338e-01   7.9578273e-01
   6.3995994e-01   7.9586345e-01
   6.3987649e-01   7.9594416e-01
   6.3979304e-01   7.9602487e-01
   6.3970958e-01   7.9610556e-01
   6.3962611e-01   7.9618625e-01
   6.3954264e-01   7.9626692e-01
   6.3945915e-01   7.9634759e-01
   6.3937566e-01   7.9642825e-01
   6.3929216e-01   7.9650890e-01
   6.3920865e-01   7.9658953e-01
   6.3912514e-01   7.9667017e-01
   6.3904162e-01   7.9675079e-01
   6.3895808e-01   7.9683140e-01
   6.3887455e-01   7.9691200e-01
   6.3879100e-01   7.9699260e-01
   6.3870744e-01   7.9707318e-01
   6.3862388e-01   7.9715376e-01
   6.3854031e-01   7.9723432e-01
   6.3845673e-01   7.9731488e-01
   6.3837315e-01   7.9739543e-01
   6.3828955e-01   7.9747597e-01
   6.3820595e-01   7.9755650e-01
   6.3812234e-01   7.9763702e-01
   6.3803872e-01   7.9771753e-01
   6.3795510e-01   7.9779804e-01
   6.3787146e-01   7.9787853e-01
   6.3778782e-01   7.9795902e-01
   6.3770417e-01   7.9803949e-01
   6.3762052e-01   7.9811996e-01
   6.3753685e-01   7.9820041e-01
   6.3745318e-01   7.9828086e-01
   6.3736950e-01   7.9836130e-01
   6.3728581e-01   7.9844173e-01
   6.3720211e-01   7.9852215e-01
   6.3711841e-01   7.9860256e-01
   6.3703470e-01   7.9868297e-01
   6.3695098e-01   7.9876336e-01
   6.3686725e-01   7.9884375e-01
   6.3678352e-01   7.9892412e-01
   6.3669977e-01   7.9900449e-01
   6.3661602e-01   7.9908484e-01
   6.3653226e-01   7.9916519e-01
   6.3644849e-01   7.9924553e-01
   6.3636472e-01   7.9932586e-01
   6.3628094e-01   7.9940618e-01
   6.3619715e-01   7.9948649e-01
   6.3611335e-01   7.9956679e-01
   6.3602954e-01   7.9964709e-01
   6.3594573e-01   7.9972737e-01
   6.3586191e-01   7.9980764e-01
   6.3577808e-01   7.9988791e-01
   6.3569424e-01   7.9996817e-01
   6.3561039e-01   8.0004841e-01
   6.3552654e-01   8.0012865e-01
   6.3544268e-01   8.0020888e-01
   6.3535881e-01   8.0028910e-01
   6.3527493e-01   8.0036931e-01
   6.3519105e-01   8.0044951e-01
   6.3510716e-01   8.0052970e-01
   6.3502326e-01   8.0060989e-01
   6.3493935e-01   8.0069006e-01
   6.3485543e-01   8.0077023e-01
   6.3477151e-01   8.0085038e-01
   6.3468758e-01   8.0093053e-01
   6.3460364e-01   8.0101067e-01
   6.3451969e-01   8.0109079e-01
   6.3443573e-01   8.0117091e-01
   6.3435177e-01   8.0125102e-01
   6.3426780e-01   8.0133112e-01
   6.3418382e-01   8.0141122e-01
   6.3409983e-01   8.0149130e-01
   6.3401584e-01   8.0157137e-01
   6.3393184e-01   8.0165144e-01
   6.3384783e-01   8.0173149e-01
   6.3376381e-01   8.0181154e-01
   6.3367978e-01   8.0189157e-01
   6.3359575e-01   8.0197160e-01
   6.3351171e-01   8.0205162e-01
   6.3342766e-01   8.0213163e-01
   6.3334360e-01   8.0221163e-01
   6.3325953e-01   8.0229162e-01
   6.3317546e-01   8.0237160e-01
   6.3309138e-01   8.0245157e-01
   6.3300729e-01   8.0253154e-01
   6.3292319e-01   8.0261149e-01
   6.3283909e-01   8.0269144e-01
   6.3275498e-01   8.0277137e-01
   6.3267086e-01   8.0285130e-01
   6.3258673e-01   8.0293121e-01
   6.3250259e-01   8.0301112e-01
